,uuid,x,y,content,size,color
173,74a6786b-bfda-5334-b9cb-90121bf385b7,1263.3340242004397,-731.2851428031918,ZD,14,#000000
174,dc705b97-b365-b787-4106-715c6b818d73,1262.6749336814885,-933.2851428031918,S,14,#000000
175,9584da58-9832-92e2-3ced-47dd67e323b0,1263.3340242004397,-751.2851428031918,ZC,14,#000000
176,3f981075-7a20-65ad-df08-b8dc3db571b1,1262.950501213074,-771.2851428031918,ZB,14,#000000
177,11900218-a504-504f-0e32-053ce650fcc9,1262.950501213074,-791.2851428031918,ZA,14,#000000
178,7e7b1781-b652-0323-a495-b7278afb317b,1263.2843086814885,-913.2851428031918,T,14,#000000
179,d06ecec9-ca74-865f-b46d-d3fa85078a37,1262.2843086814885,-811.2851428031918,Z,14,#000000
180,2106af16-fb85-e9b5-6251-8abf5a52e70b,1262.6749336814885,-831.2851428031918,Y,14,#000000
181,7213df5c-7ff0-02ca-1253-109dd80b634e,1262.6749336814885,-851.2851428031918,X,14,#000000
182,a81807bf-0cd6-bfbf-4736-8d5322adff05,1262.6138537025454,-871.2851428031918,W,14,#000000
183,5777f0a4-5912-aac0-bab1-eef3b3a7fbd0,1263.068456192017,-893.2851428031918,U,14,#000000
184,71bb976a-c85d-d935-e4ca-d34a90042446,1263.068456192017,-953.2851428031918,R,14,#000000
185,2f592ccf-dcbb-3234-a436-3cb3b5065d7e,1263.4490811920168,-973.2851428031918,Q,14,#000000
186,4e10fda0-5e5f-3a2f-9c69-f4fee22df93e,71.67493368148826,-1288.2851428031918,B,14,#000000
187,9c9369ca-81b3-f5fe-9775-d202727abf47,473.67493368148826,-1289.2851428031918,B,14,#000000
188,518213f8-521d-0df0-2c6f-4dc2f05e96c0,71.67493368148826,-1028.2851428031918,P,14,#000000
189,f5a37b98-e685-cfe4-72cf-7fcd87c0a784,473.67493368148826,-1029.2851428031918,P,14,#000000
190,01b2fbc3-1fbe-a03c-d647-44e8e36b7b8b,71.44908119201682,-1048.2851428031918,O,14,#000000
191,5bf91406-8b7a-8562-615b-507d957f09de,473.4490811920168,-1049.2851428031918,O,14,#000000
192,cfd8b4c1-eede-c377-14bc-c39315a551da,71.06845619201658,-1068.2851428031918,N,14,#000000
193,0317e861-89e3-7d40-43ef-ddbe7df61dde,473.0584561920168,-1069.2851428031918,N,14,#000000
194,90d3cbe3-5ab7-14a6-a770-8acb6996a429,70.83970619201682,-1088.2851428031918,M,14,#000000
195,58496d67-2801-71ad-7bff-9317c0a6c6af,472.8297061920166,-1089.2851428031918,M,14,#000000
196,65ac9bc9-1d21-a1c9-d328-80d9ac3a8908,70.90078569412253,-1108.2851428031918,L,14,#000000
197,77db2d8e-c9ce-7514-5e78-38b5c8dd9663,472.9007856941225,-1109.2851428031918,L,14,#000000
198,49d3ec16-a9b0-1208-16a3-82c030795033,71.67493368148826,-1128.2851428031918,K,14,#000000
199,8031f555-10b1-288c-4781-c29cbdf081c1,473.67493368148826,-1129.2851428031918,K,14,#000000
200,a564998e-408d-31ba-00b5-18ee4ea447a7,71.50305844306968,-1148.2851428031918,J,14,#000000
201,c1e4caf0-6d64-ff01-3dfe-cf99fd194f2d,473.5030584430697,-1149.2851428031918,J,14,#000000
202,6fb698b0-2074-f959-4297-b193b3015c20,71.06845619201658,-1168.2851428031918,H,14,#000000
203,6af96336-0317-aa26-a042-5a9711e33999,473.0584561920168,-1169.2851428031918,H,14,#000000
204,cde319b2-a871-7960-ff6e-14edc9a50861,71.44908119201682,-1188.2851428031918,G,14,#000000
205,4f5b1955-10b8-90a2-cdcc-97f1d47ffefc,473.4490811920168,-1189.2851428031918,G,14,#000000
206,c5e3753f-9e41-2a6d-01d3-e902cab76900,71.28430868148826,-1208.2851428031918,F,14,#000000
207,8cedbc57-ff57-ca51-c5da-2286aaa70f62,473.274308681488,-1209.2851428031918,F,14,#000000
208,7c6db5ec-82a2-e26c-455e-5bd24685d2c7,71.67493368148826,-1228.2851428031918,E,14,#000000
209,338090ea-1b22-07b0-575e-f418f5759ffc,473.67493368148826,-1229.2851428031918,E,14,#000000
210,7d7679c1-94c5-c624-7d84-ace644f295ed,71.06845619201658,-1248.2851428031918,D,14,#000000
211,504d4459-2b9c-d842-02a0-39dd67dea086,473.0584561920168,-1249.2851428031918,D,14,#000000
212,6fa247c1-d0d4-ffb1-7aa8-812340230586,71.06845619201658,-1268.2851428031918,C,14,#000000
213,349c39fe-45c0-7ade-f744-bd3f5fdd0685,473.0584561920168,-1269.2851428031918,C,14,#000000
214,b2d75f9d-81bb-5e8a-1da6-87419829b743,841.6749336814883,-1029.2851428031918,P,14,#000000
215,d7c3b8fa-ae9e-baf3-8d10-f97711c7ac8b,841.4490811920168,-1049.2851428031918,O,14,#000000
216,058eb615-8519-ca17-1dc8-2a67d25e7b16,841.0584561920168,-1249.2851428031918,D,14,#000000
217,0f59e999-4c06-a34f-4933-7f1c582386d5,841.0584561920168,-1069.2851428031918,N,14,#000000
218,4ad87c3c-20d1-db44-fa39-ddf11279e41d,841.6749336814883,-1289.2851428031918,B,14,#000000
219,c7194c6c-18fc-b7f8-12d7-eae721945582,840.8297061920166,-1089.2851428031918,M,14,#000000
220,181454d3-875b-e7df-1852-44c083cf2fa5,840.9007856941225,-1109.2851428031918,L,14,#000000
221,15fcfde1-b32d-7d99-2058-d0d4aea69b43,841.6749336814883,-1129.2851428031918,K,14,#000000
222,0e82f433-6083-b525-1678-ea2e71a2d62d,841.5030584430697,-1149.2851428031918,J,14,#000000
223,ecdff0ce-8474-30a4-874e-e03ee4254395,841.0584561920168,-1169.2851428031918,H,14,#000000
224,8a544ac8-3f81-2128-bd28-e9c3365e1a6f,841.4490811920168,-1189.2851428031918,G,14,#000000
225,cb6a2251-068c-b6bd-7e8b-d78a21fabe07,841.0584561920168,-1269.2851428031918,C,14,#000000
226,5c160690-23e9-af3b-4261-d12857c00787,841.274308681488,-1209.2851428031918,F,14,#000000
227,75a3c12d-1669-5d2f-cfa9-120b6d87b5e2,841.6749336814883,-1229.2851428031918,E,14,#000000
228,f4eeccc5-1cbe-2020-90db-118cf51b0020,1263.6749336814885,-1027.2851428031918,P,14,#000000
229,97f3b4d7-5c6a-108c-1ddb-2f02d462e48d,1263.4490811920168,-1047.2851428031918,O,14,#000000
230,76d84e82-c791-c5fc-ea53-b162ddacdc87,1263.068456192017,-1067.2851428031918,N,14,#000000
231,d73a8598-ee5b-9b45-4194-b56431f1858e,1263.068456192017,-1267.2851428031918,C,14,#000000
232,44da4b2a-c0a5-a003-eb53-b1faa9aa60a7,1262.8397061920168,-1087.2851428031918,M,14,#000000
233,a8a417c7-078b-0d49-f0ae-8199856a96cc,1263.6749336814885,-1227.2851428031918,E,14,#000000
234,0f446300-1fae-2f77-94e8-4d7aebe2748e,1262.9007856941223,-1107.2851428031918,L,14,#000000
235,6f0a8c7a-6f1d-4ba1-a21b-070eac9a4e84,1263.6749336814885,-1127.2851428031918,K,14,#000000
236,1b619c4d-b23a-2e51-91ba-8f985f361d1e,1263.5030584430697,-1147.2851428031918,J,14,#000000
237,2bb7e0d4-be99-8622-ce9b-689d844f7978,1263.068456192017,-1167.2851428031918,H,14,#000000
238,73fc2d18-984a-6153-c551-9319f45813da,1263.4490811920168,-1187.2851428031918,G,14,#000000
239,ab731027-30dd-3b41-9702-35e14e3de5fb,1263.2843086814885,-1207.2851428031918,F,14,#000000
240,f2cf174f-4480-44e6-292c-1fbfff9d511d,1263.068456192017,-1247.2851428031918,D,14,#000000
241,cf474716-60cd-d4bb-d542-5bbc9e3143bc,1263.6749336814885,-1287.2851428031918,B,14,#000000
242,aeb53e9d-04d2-9702-4d2c-26d3a4760b42,519.4490811920168,-402.2851428031918,G,14,#000000
243,29172e02-8e04-5711-9ab2-bed6b5c2ef45,519.4490811920168,-262.28514280319223,O,14,#000000
244,651a4194-25ed-7079-eac3-d39ffe049563,71.67493368148826,-1308.2851428031918,A,14,#000000
245,cc8ed942-f784-4dcc-955c-5740937c16a6,473.67493368148826,-1309.2851428031918,A,14,#000000
246,4b703d59-b9a7-bc74-d2c0-20135b0a600a,1263.6749336814885,-1307.2851428031918,A,14,#000000
247,aa913d5a-d894-099c-ce83-d52f6b1e79b7,841.6749336814883,-1309.2851428031918,A,14,#000000
248,ad25379a-026e-6b73-43c6-f1473eae4f40,109.77430868148804,-440.13514280319214,F,14,#000000
249,2b999178-764f-5ae3-ad05-19bcaf44f709,330.27430868148804,-439.2851428031918,F,14,#000000
250,62b72d38-320a-9bf6-f5b5-eeee768312b2,1234.774308681488,-437.13514280319214,F,14,#000000
251,7c442ead-68de-3651-7932-caf565d8eb99,318.72464920043967,-672.2851428031918,ZG,14,#000000
252,755f7149-095f-dce6-fafb-095953607200,319.33402420043967,-652.2851428031918,ZH,14,#000000
