,,x,y,uuid,Seat_ID
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S11,359.9916381835937,-165.2394042968749,ab597652-5476-1f01-b93e-495087c33b3c,S11
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S12,379.8916381835934,-165.2394042968749,f0d81851-0941-562b-c53f-249027813030,S12
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S13,399.8916381835934,-165.2394042968749,964d2aa2-7d9e-0168-7d24-a601b2b2fd8e,S13
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S14,419.8916381835934,-165.2394042968749,e2489e22-0f52-cc1b-6e1e-5ee4d45c03f2,S14
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S15,439.8916381835934,-165.2394042968749,0701107c-9db3-2a3b-73fc-e0356d9854a9,S15
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S16,459.8916381835934,-165.2394042968749,a3e8b78e-4518-840f-5216-4749740440a0,S16
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S17,479.8916381835934,-165.2394042968749,467b406f-9d3c-7580-e1d3-e72f4a7f0c7f,S17
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S18,499.8916381835934,-165.2394042968749,6011d848-a4ed-525c-ecbf-50a46cafac48,S18
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S19,519.7916381835939,-165.2394042968749,33aa3613-46db-38b1-efb4-5e927d557717,S19
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S20,539.7916381835939,-165.2394042968749,a5769dc5-eac0-06d0-88fd-08d2ad2e752d,S20
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-R8,299.9916381835937,-185.2394042968749,3c7e819f-c1e2-bd0a-89d2-0b5eb19f05cf,R8
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-R9,319.9916381835937,-185.2394042968749,7e62d1cb-8a77-bb0b-47bd-474120d7c1b9,R9
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-R10,339.9916381835937,-185.2394042968749,312bb559-7856-d820-c6a1-4e73810fe6d5,R10
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-R11,359.9916381835937,-185.2394042968749,1e6bdbac-7ed4-3ccf-fe19-4935d37dde8f,R11
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-R12,379.8916381835934,-185.2394042968749,ab51a7cf-b97a-b949-a1db-07663095379f,R12
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-R13,399.8916381835934,-185.2394042968749,eddcf94a-83a2-c315-b310-4771d6de9ce8,R13
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-R14,419.8916381835934,-185.2394042968749,19f2782f-244e-92bd-a15f-a654df3d85e0,R14
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-R15,439.8916381835934,-185.2394042968749,86be5b8d-fac9-bca5-b8e3-6ef4e0183cf2,R15
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-R16,459.8916381835934,-185.2394042968749,7c31cf4f-f79a-8b6e-05af-0cf3310d8aa5,R16
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Q8,299.9916381835937,-205.2394042968749,92313921-1634-37f3-7e7d-c22b40fbb787,Q8
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Q9,319.9916381835937,-205.2394042968749,274ced96-0ec8-3625-e083-1d93aca4d517,Q9
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Q10,339.9916381835937,-205.2394042968749,aab67ec6-0215-9bc9-c8cc-87fd484a8c9c,Q10
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Q11,359.9916381835937,-205.2394042968749,f84bb778-761d-a283-ae03-da37a38719dd,Q11
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Q12,379.8916381835934,-205.2394042968749,15ef5bee-3db4-f152-1a17-052243b8899e,Q12
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Q13,399.8916381835934,-205.2394042968749,6ef0bb42-d2b6-4547-4c90-ef5bf3ba5abd,Q13
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Q14,419.8916381835934,-205.2394042968749,0f25c59b-783a-7a95-115e-4b27b029f841,Q14
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Q15,439.8916381835934,-205.2394042968749,14f49581-c80b-6ce8-013e-60c4026eaecf,Q15
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Q16,459.8916381835934,-205.2394042968749,4e14b7dd-c2c1-323d-59db-1c14453e8b23,Q16
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Y12,379.99163818359375,-63.93940429687518,f6efcb5d-d85f-5de5-7e59-934189a2de04,Y12
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Y13,399.99163818359375,-63.93940429687518,7e1c0069-8f95-3e27-df41-61af43f8fe9d,Y13
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Y14,419.99163818359375,-63.93940429687518,a034f3a8-24ba-03d1-44bd-5f43b3e6e9b7,Y14
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Y15,439.99163818359375,-63.93940429687518,86aeb11c-ac2b-b2bd-092c-d54413be586d,Y15
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Y16,459.8916381835934,-63.93940429687518,8d0f8de7-c309-fb7b-6c7a-66b7f33a9643,Y16
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Y17,479.8916381835934,-63.93940429687518,6021495e-cbba-4209-697e-206bbefddd65,Y17
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Y18,499.8916381835934,-63.93940429687518,e5ae603e-87dd-2aea-5cbf-d0aa2bfb1bf8,Y18
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Y19,519.8916381835934,-63.93940429687518,c4af8d9e-21d0-dbbc-560a-d438424a4bac,Y19
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Y20,539.8916381835934,-63.93940429687518,1752cfcb-83e7-5e6b-8643-cd912cb0df27,Y20
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Y21,591.9916381835938,-63.93940429687518,49c69b78-25c6-fd30-f3b0-d0bad8256680,Y21
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Y22,611.9916381835938,-63.93940429687518,0ffc0386-9641-10ad-6907-d2eea64d583c,Y22
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Y23,631.9916381835938,-63.93940429687518,51b641df-3689-49ec-ac16-39ad31bed0e3,Y23
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Y24,651.9916381835938,-63.93940429687518,650b3623-8f10-665b-97ce-0921a3cca1c2,Y24
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Y25,671.8916381835934,-63.93940429687518,9f03c78a-4e58-911b-86d8-5e70ad5fd58a,Y25
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Y26,691.8916381835934,-63.93940429687518,adcf8f5e-ab7f-3b88-2300-8a4d7de4042d,Y26
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Y27,711.8916381835934,-63.93940429687518,059cb74f-de6a-ec75-5756-282cb502ec95,Y27
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Y28,731.8916381835934,-63.93940429687518,07191db5-2c57-d6ee-f009-261133f1cae1,Y28
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Y29,751.8916381835934,-63.93940429687518,0073da10-2758-2d45-fbd8-1f3ad1123663,Y29
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-Y30,771.8916381835934,-63.93940429687518,cbc1762f-5a5c-f1de-e55b-f82cc9831c5c,Y30
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-X21,591.9916381835938,-83.93940429687518,cf8fc037-2f14-acc6-f686-2d4420b8fa66,X21
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-X22,611.9916381835938,-83.93940429687518,d8f47461-574f-1c22-94c4-c6560e5db6a2,X22
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-X23,631.9916381835938,-83.93940429687518,59b81835-a74e-bd26-b9d3-e168ef85acdd,X23
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-X24,651.9916381835938,-83.93940429687518,dea67a1a-d8ca-0e58-a169-31008b4ba7be,X24
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-X25,671.8916381835934,-83.93940429687518,287d9863-055c-64c4-90b8-779c1fea0ab8,X25
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-X26,691.8916381835934,-83.93940429687518,09233afa-950c-9ee7-9ef8-a27e75f42786,X26
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-X27,711.8916381835934,-83.93940429687518,1b4ed042-c5a0-41d0-a17b-4a1b3b4acb2d,X27
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-X28,731.8916381835934,-83.93940429687518,243f7fcf-6a62-7ba0-4908-0cee2be66986,X28
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-X29,751.8916381835934,-83.93940429687518,9de40bc4-5842-e1af-b5c5-7bd42211d6a3,X29
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-X30,771.8916381835934,-83.93940429687518,df77fdc2-f251-a926-cb47-1fc4f9125b17,X30
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S21,591.9916381835938,-165.2394042968749,d03916da-e14d-bc2f-9db2-58e11c053616,S21
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S22,611.9916381835938,-165.2394042968749,95a3d993-643f-1db5-2589-6272dd76aa10,S22
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S23,631.9916381835938,-165.2394042968749,454a4190-c56f-2e67-01c0-b4847c49ce6b,S23
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S24,651.9916381835938,-165.2394042968749,ac462d81-a834-b0ae-c41e-e443cb1951cf,S24
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S25,671.8916381835934,-165.2394042968749,8e5abcad-5c6e-c2e5-00f9-6ab3aa84270a,S25
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S26,691.8916381835934,-165.2394042968749,cd986edd-2ec6-c057-32f2-1e97fd5e6a8a,S26
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S27,711.8916381835934,-165.2394042968749,bc46e1df-cbeb-529a-81eb-e3db1a9e378a,S27
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S28,731.8916381835934,-165.2394042968749,b00c3605-a0f3-41b3-db72-d52ed2dcccd2,S28
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S29,751.8916381835934,-165.2394042968749,733c2a58-feae-bc0d-32f4-3f573d92cc83,S29
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-S30,771.8916381835934,-165.2394042968749,66e23ab4-085e-8144-e884-c407a034caf2,S30
seats,C2A9C619-5790-4F78-936D-C78FDF9040E3-W21,591.9916381835938,-103.93940429687518,2b8b1619-b8a5-300a-4a5e-18125396eb5d,W21
